Nombre,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,Saturacion_Mes
up_ALSA06A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSA06A_b_Bandwidth+IN_percent,24.64,23.57,19.84,16.81,22.95,20.86,18.28,19.92,17.32,16.68,25.81,26.56,34.33,20.94,16.93,17.03,17.23,19.24,17.86,19.62,16.3,18.38,19.86,17.71,19.01,17.51,25.99,14.26,27.54,0
up_ALSA06A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSA06A_c_Bandwidth+IN_percent,27.68,27.93,20.63,20.02,25.45,23.62,19.94,24.22,17.29,17.16,27.13,32.19,39.99,22.19,19.29,17.88,18.76,19.95,21.13,22.4,16.84,23.78,28.23,21.75,22.76,20.54,30.3,16.76,32.58,0
up_ALSA06A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSA06B_a_Bandwidth+IN_percent,32.32,33.05,42.09,45,31.39,30.62,33.85,34.32,30.94,30.11,29.54,38.6,34,31.27,35.25,44.18,41.66,46.41,34.42,48.17,43.62,42.99,37.89,35.09,35.93,44.9,38.25,25.22,46.94,0
up_ALSA06B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSA06B_b_Bandwidth+IN_percent,15.72,14.41,19.39,23.01,18.38,20.11,17.51,17.81,16.67,14.83,17.93,25.04,20.14,18.68,19.5,22.65,23.8,31.2,21.04,24.47,26.67,26.52,19.6,20.53,23.2,34.49,22.44,12.71,33.35,0
up_ALSA06B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSA06B_c_Bandwidth+IN_percent,16.97,16.15,24.5,31.92,16.52,15.94,18.68,18.42,16.12,15.35,18.8,25.12,26.08,14.39,20,31.58,30.27,32.51,20.53,28.66,27.63,39.39,19.24,19.01,19.89,33.01,24.32,10.87,36.05,0
up_ALSA06B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ01_a_Bandwidth+IN_percent,24.45,22.18,20.68,37.17,28.82,40.44,20.43,30.36,28.35,28.61,17.83,26.16,36.03,26.85,28.12,20.61,34.06,32.34,49.74,25.69,41.33,54.84,33.15,32.1,32.34,42.52,46.3,14.5,59.55,0
up_ALSJ01_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ01_b_Bandwidth+IN_percent,43.44,37.86,41.45,49.4,44.57,49.12,37.26,40.37,43.9,45.43,40.24,40.9,47.58,40.35,42.31,39.8,47.98,47.29,55.74,41.74,50.6,57.05,43.84,49.3,48.34,51.85,54,33.26,59.93,0
up_ALSJ01_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ01_c_Bandwidth+IN_percent,49.76,50.55,49.53,57.54,53.1,59.29,44.44,50.58,50.45,52.56,42.4,48.43,53.66,47.21,47.72,47.17,55.02,53.45,59.94,49.23,56.97,62.82,51.09,55.37,54.75,57.4,59.04,42.27,60.85,0
up_ALSJ01_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02A_a_Bandwidth+IN_percent,20.36,7.7,7.12,7.34,21.13,11.18,8.46,10.17,11.56,5.65,12.37,12.28,13.08,11.7,7.92,9.65,7.53,8.7,12.74,7.25,10.25,7.63,10.09,9.18,9.61,38.79,26.62,17.79,40.6,0
up_ALSJ02A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02A_b_Bandwidth+IN_percent,45.35,34.21,28.04,30.33,41.53,34.63,31.94,31.29,32.05,28.78,34.79,31.53,33.41,30.34,27.21,33.21,29.09,30.04,32.69,31.14,33.62,29.33,28.75,33.81,35.27,54.98,40.91,35.4,54.25,0
up_ALSJ02A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02A_c_Bandwidth+IN_percent,51.89,36.48,29.43,31.92,47.89,38.06,33.06,37.84,38.85,32.8,40.75,35.73,39.9,39.08,33.89,37.17,34.02,36.46,40.53,35.15,39.27,35.27,34.56,38.48,37.59,60.71,49.55,44.28,63.2,0
up_ALSJ02A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02B_a_Bandwidth+IN_percent,41.01,27.39,33,26.12,28.38,26.63,28.81,43.3,35.7,34.08,40.78,31.74,40.84,46.37,41,38.68,32.14,43.27,54.01,73.21,36.99,35.83,32.7,30.72,69.26,44.19,49.82,34.28,70.67,0
up_ALSJ02B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02B_b_Bandwidth+IN_percent,43.5,31.66,36.89,32.08,33.14,30.56,33.83,46.87,39.93,36.66,43.9,36.38,41.5,45.52,42.25,41.5,33.76,43.89,52.67,73.58,39.56,40.19,34.19,35.09,63.33,43.3,51.02,38.89,70.54,0
up_ALSJ02B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ02B_c_Bandwidth+IN_percent,60.17,49.97,54.64,53.16,48.91,48.68,53.41,60.14,55.16,54.37,57.89,53.7,58.52,60.71,57.1,55.11,51.9,60.1,63.9,73.97,56.62,54.93,48.43,50.62,69.27,55.74,60.75,53.75,70.1,0
up_ALSJ02B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03A_a_Bandwidth+IN_percent,26.06,17.41,17.87,20.46,24.83,33.63,17.12,22.18,14.52,46.83,38.57,17.25,24.29,34.77,35.89,33.9,31,34.49,35.21,18.47,30.73,36.79,41.83,60.17,44.56,36.51,38.98,11.91,35.79,0
up_ALSJ03A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03A_b_Bandwidth+IN_percent,32.22,25.55,32.61,26.98,30.56,37.09,22.39,33.66,24.07,51.55,76.73,44.54,30.49,40.31,40.53,38.97,39.13,36.81,39.31,25.51,33.97,39.36,37.25,60.53,47.7,41.99,43.59,21.36,40.9,0
up_ALSJ03A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03A_c_Bandwidth+IN_percent,55.96,36.26,49.34,45.25,53,60.52,44.64,53.27,46.15,59.37,60.94,43.66,55.64,68.8,52.25,53.22,53.59,53.06,52.17,44.66,57.95,54.13,58.14,64.6,58.09,55.44,56.46,29.21,54.61,0
up_ALSJ03A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03B_a_Bandwidth+IN_percent,6.88,7.53,6.31,28.27,5.12,7.12,14.88,22.29,7.67,7.51,9.64,10.02,12.08,6.68,14.19,13.55,8.24,17.59,8.9,7.82,7.75,8.13,6.98,10.74,15.17,15.52,18.46,8.15,25.7,0
up_ALSJ03B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03B_b_Bandwidth+IN_percent,29.02,33.71,30.4,46.43,26.93,27.01,27.14,40.34,30.41,26.21,30.22,27.4,39.35,28.78,34.82,34.56,36.22,35.61,29.62,32.77,31.16,29.81,26.91,32.92,38.47,35.62,36.07,21.05,42.09,0
up_ALSJ03B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ03B_c_Bandwidth+IN_percent,32.29,35.43,32.47,56.63,31.45,31.65,30.58,44.93,38.43,30.44,35.53,42.58,46.63,31.87,53.35,43.3,37.69,48.03,34.49,38.19,36.66,34.73,31.81,37.42,47.25,46.01,48.06,34.6,52.79,0
up_ALSJ03B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04A_a_Bandwidth+IN_percent,15.92,12.7,11.19,11.27,13.28,16.23,12.54,13.17,15.69,8.68,10.84,17.79,12.53,17.05,27.57,18.87,19.28,15.78,14.97,15.51,21.35,18.08,11.01,15.46,11,16.72,13.65,10.51,16.38,0
up_ALSJ04A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04A_b_Bandwidth+IN_percent,22.99,20.18,18.3,18.24,23.57,22.55,23.95,20.32,22.01,14.45,17.12,25.4,19.71,23.34,33.99,26.8,27.53,21.49,19.98,20.88,27.65,23.74,20.29,29.9,18.75,28.61,24.92,18.23,29.13,0
up_ALSJ04A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04A_c_Bandwidth+IN_percent,48.16,39.6,33.84,38.53,44.94,45,40.78,43.79,43.42,31.6,34.14,41.26,41.43,50.68,52.38,46.22,49.5,43.06,47.05,46.62,53.45,45.16,31.5,38.38,40.83,44.2,40.31,28.91,44.46,0
up_ALSJ04A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04B_a_Bandwidth+IN_percent,32.52,35.66,42.1,54.06,35.18,36.56,51.81,47.29,19.25,17.79,57.52,35.43,45.18,36.51,33.33,30.93,30.13,39.62,35.65,67.74,46.43,35.35,40.58,36.23,52.91,36.71,58.19,27.77,74.46,0
up_ALSJ04B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04B_b_Bandwidth+IN_percent,45.38,46.4,52.88,69.15,48.03,45.45,54.07,57.96,46.4,37.12,61.7,47.98,56.72,47.14,46.79,44.41,47.36,54.3,45.55,69.22,57.3,50.58,51.33,48.83,62.01,51.15,64.15,42.98,72.76,0
up_ALSJ04B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ04B_c_Bandwidth+IN_percent,51.78,54.2,59.04,66.38,55.17,60.27,73.61,64.79,42.93,40.49,71.52,59.68,67.57,67.14,53.75,52.49,50.57,60.13,54.35,71.29,62.44,57.33,58.79,57.47,65.87,59.56,68.06,53.2,74.94,0
up_ALSJ04B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05A_a_Bandwidth+IN_percent,32.18,31.65,27.55,29.56,29.19,36.82,30.57,25.7,31.3,31.81,42.11,39.84,33.4,30.47,28.36,36.36,26.14,35.26,28.34,32.73,28.36,30.74,33.77,31.77,54.86,32.67,37.98,23.04,39.37,0
up_ALSJ05A_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05A_b_Bandwidth+IN_percent,14.49,14.33,12.71,14.87,12.3,17.28,12.98,11.87,16.42,15.51,18.37,18.04,16.63,19.1,13.07,17.11,13.76,15.72,12.11,14.41,13.42,12.5,15.5,13.09,29.01,17.23,22.11,8.3,22.29,0
up_ALSJ05A_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05A_c_Bandwidth+IN_percent,15.85,14.54,36.73,17.1,11.85,20.07,14.37,10.1,14.74,18.56,24.42,19.31,14.4,15.24,12.61,17.24,10.84,16.85,10.17,13.86,12.56,17.95,15.28,18.54,42.16,15.05,25.63,6.83,23.64,0
up_ALSJ05A_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05B_a_Bandwidth+IN_percent,50,44.34,53.14,49.19,53.54,51.8,48.44,42.51,39.45,45.21,54.84,53.81,57.14,45.74,43.2,41.68,55.08,48.22,43.57,43.35,45.46,46.54,45.09,46.28,53.92,50.73,50.35,49.86,48.11,0
up_ALSJ05B_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05B_b_Bandwidth+IN_percent,38.37,30.88,37.86,34.12,38.99,40.13,33.38,26.55,22.92,23.04,46.03,37.89,45.42,34.8,28.02,25.39,37.84,37.89,28.56,26.03,28.41,31.89,25.24,32.74,41.15,36.44,36.9,35.17,34.66,0
up_ALSJ05B_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ05B_c_Bandwidth+IN_percent,44.56,35.23,43.76,37.25,43.91,42.83,36.97,30.17,27.11,26.52,47.53,43.31,48.7,37.5,32.67,29.19,44.37,38.66,29.45,28,33.09,33.97,30.37,37.1,45.22,44.75,44.62,40.46,39.73,0
up_ALSJ05B_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ06_a_Bandwidth+IN_percent,42.66,27.78,36.56,35.6,35.53,33.64,30.73,33.09,34.7,38.13,38.39,35.81,43.21,31.43,37.53,34.11,30.31,40.26,34.85,34.36,29.56,33.78,37.47,41.37,33.05,48.07,45.68,28,42.26,0
up_ALSJ06_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ06_b_Bandwidth+IN_percent,27.42,22.22,27.95,20.54,23.24,18.97,23.47,17.93,17.83,26.03,21.58,24.55,23.81,16.8,17.52,17.64,14.79,22.13,17.44,16.77,14.46,15.95,18.99,21.69,16.71,28.72,25.76,15.11,25.52,0
up_ALSJ06_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSJ06_c_Bandwidth+IN_percent,25.48,18.15,24.04,19.01,20.8,17.5,14.16,14.78,18.01,19.09,20.16,16.72,24.76,13.91,17.23,16.55,13.72,23.27,16.46,16.32,13.99,19.54,20.16,23.38,16.7,33.3,31.95,12.2,27.88,0
up_ALSJ06_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL08_a_Bandwidth+IN_percent,17.16,5.56,25.25,30.62,37.24,12.61,45.13,50.87,13.83,10.41,16.22,12.34,24.89,13.37,16.55,18.19,16.96,17.69,14.63,20.3,23.67,20.8,19.03,9.79,13.73,15.37,42.68,11.11,29.91,0
up_ALSRAL08_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL08_b_Bandwidth+IN_percent,33.32,22.01,38.93,47.59,49.78,26.69,41.06,20.96,25.62,20.04,34.94,23.19,29.2,25.7,28.18,29.27,29.61,30.26,29.2,34.95,24.88,29.49,31.72,24.14,30.05,30.49,56.36,22.53,45.38,0
up_ALSRAL08_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL08_c_Bandwidth+IN_percent,37.59,21.52,49.45,52.15,56.92,32.54,48.72,24,32.5,26.75,41.41,29.18,46.19,29.89,38.78,50.58,35.33,35.21,30.67,41.07,23.06,37,41.12,28.15,35.21,35.91,60.08,29.4,54.44,0
up_ALSRAL08_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL09_a_Bandwidth+IN_percent,18.91,11.88,14.57,13.14,16.01,14.53,25.62,24.72,13.78,14.17,17.73,40.97,31.91,18.75,17.46,20.79,14.5,11.29,22.73,32.3,56.53,44.02,14.6,30.93,16.11,47.43,60.99,7.63,43.28,0
up_ALSRAL09_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL09_b_Bandwidth+IN_percent,31.73,21.33,28.89,26.33,27.09,28.03,38.42,40.06,27.49,25.72,32.65,50.95,47.83,34.97,32.79,39.07,26.17,26.18,38.33,48.15,64.6,56.78,26.32,41.02,33.78,58.7,66.77,23.08,53.7,0
up_ALSRAL09_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL09_c_Bandwidth+IN_percent,35.35,31.32,36.52,32.08,34.11,35.28,44.36,49.03,32.94,36.22,38.96,61.66,49.19,42.1,36.32,43.16,35.45,29.43,42.57,54.1,71.25,64.67,36.06,48.21,35.32,64.32,72.15,30.77,60.08,0
up_ALSRAL09_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL10_a_Bandwidth+IN_percent,11.61,13.17,7.59,14.91,12.61,11.76,15.84,19.47,7.93,6.25,20.14,11.77,14.03,13.8,14.43,18.23,11.01,12.34,7.77,30.63,15.39,12.47,14.3,13.89,9.05,14.54,42.51,4.77,21.34,0
up_ALSRAL10_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL10_b_Bandwidth+IN_percent,17.31,18.42,10.04,18.41,14,13.2,15.58,20.32,10.49,9.05,21.95,13.72,15.62,16.55,15.77,19.81,15.58,14.29,10.02,34.96,16.73,13.24,14.27,15.68,11.35,16.55,43.8,6.65,22.39,0
up_ALSRAL10_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL10_c_Bandwidth+IN_percent,43.21,28.39,22.87,31.75,25.28,27.37,25.91,28.9,13.62,30.28,29.63,21.61,23.91,26.21,29.44,26.3,28.36,25.93,17.81,43.28,26.55,24.24,25.15,24.68,19.14,26.42,52.22,8.61,42.21,0
up_ALSRAL10_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL11_a_Bandwidth+IN_percent,18.22,17.73,18.62,22.73,19.75,20,19.04,23.88,22.37,30.01,20.58,24.44,22.59,20.63,32.2,41.22,22.88,24.74,20.11,20.96,21.35,55.44,23.02,16.59,20.31,24.7,28.9,12.32,40.3,0
up_ALSRAL11_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL11_b_Bandwidth+IN_percent,12.83,11.08,10.63,14.38,14.31,11.15,13.58,17.15,17.2,27.23,16.07,14.23,15.81,15.1,16.17,29.97,14.18,14.36,12.93,16.1,17.33,49.74,15.33,11.32,14.3,14.23,19.32,8.78,28,0
up_ALSRAL11_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL11_c_Bandwidth+IN_percent,12.97,10.65,9.8,13.76,14.36,10,13.76,16.18,16.33,28.75,17.75,13.12,13.49,14.2,15.25,32.43,12.57,12.67,12.06,15.84,18.69,51.12,15.63,11.98,13.7,11.7,18.15,4.91,26.28,0
up_ALSRAL11_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL12_a_Bandwidth+IN_percent,16.02,4.52,6.29,9.27,7.18,11.67,5.59,3.42,5.15,36.2,5.74,7.75,8.45,15.69,5.2,19.2,6.05,4.76,18.94,5.92,8.26,6.05,8.69,6.18,12.24,12.85,6.86,1.53,8.85,0
up_ALSRAL12_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL12_b_Bandwidth+IN_percent,24.94,22.59,15.32,20.03,18.86,22.5,15.41,14.4,10.19,40.59,17.41,19.41,27.9,30.39,23.56,26,23.98,13.56,25.25,16.57,18.65,16.99,17.83,17.83,21.58,30.71,21.53,9.06,29.2,0
up_ALSRAL12_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL12_c_Bandwidth+IN_percent,30.14,19.98,20.35,25.64,23.22,25.79,16.71,16.14,15.05,44.95,21.85,23.62,23.92,34.55,18.53,33.6,27.75,16.07,28.69,19.72,22.45,22.05,18.96,19.96,27.26,33.65,22.1,11.82,33.14,0
up_ALSRAL12_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL13_a_Bandwidth+IN_percent,7.1,9.16,27.19,13.21,14.64,10.76,15.32,29.81,8.81,24.81,9.46,12.15,10.44,6.02,19.12,17.75,13.11,18.01,8.59,8.66,13.74,17.63,21.64,11.75,8.51,15.38,10.71,7.9,44.33,0
up_ALSRAL13_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL13_b_Bandwidth+IN_percent,8.32,10.52,30.94,63.88,13.66,12.62,19.01,33.8,12.96,24.37,11.75,13.16,13.32,8.14,24.76,19.71,18.1,22.61,15.91,10.42,16.69,20.14,24.99,15.24,9.33,18.28,14.44,10.23,47.28,0
up_ALSRAL13_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL13_c_Bandwidth+IN_percent,17.04,15.95,41.72,28.67,48.86,22.96,30.57,45.07,21.81,32.4,21.53,17.37,22.64,18.87,29.52,26.13,22.27,41.47,17.49,15.45,24.86,35.78,32.08,26.58,15.01,23.74,19.25,15.65,57.46,0
up_ALSRAL13_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL14_a_Bandwidth+IN_percent,14.23,11.17,11.29,14.05,17.45,9.9,12.01,14.41,9.31,13.18,16.35,30.18,19.01,16.32,12.66,10.82,11.54,16.77,15.97,10.24,12.62,12.56,11.88,7.83,22.14,15.27,28.51,11.34,18.69,0
up_ALSRAL14_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL14_b_Bandwidth+IN_percent,8.94,7.39,5.9,9.18,7.88,6.16,7.84,9.43,6.42,7.27,9.15,24.34,11.93,10.51,7.24,5.76,6.26,10.12,8.73,6.47,7.98,8.63,8.37,5.19,9.08,8.72,12.92,7.18,9.12,0
up_ALSRAL14_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL14_c_Bandwidth+IN_percent,9.09,5.46,7.86,6.47,13.13,3.93,7.19,8.69,4.29,9.76,9.89,23.46,15.25,12.79,7.55,5.42,5.62,10.97,10.78,10.22,5.67,7.9,9.27,2.42,14.19,8.5,21.87,4.34,14.67,0
up_ALSRAL14_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL15_a_Bandwidth+IN_percent,7.96,14.52,16.29,8.9,7.07,10.81,13.18,7.08,9.6,5.58,29.09,9.46,5.14,10.51,6.32,9.01,11.9,10.92,9.05,11.82,9.17,15.36,11.21,8.46,13.68,15.65,20.87,9.73,16.3,0
up_ALSRAL15_a_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL15_b_Bandwidth+IN_percent,2.65,3.56,3.66,2.37,2.13,2.51,2.37,1.84,2.27,1.5,8.24,3.15,2.25,4.14,1.96,3.11,2.9,2.44,2.21,2.89,2.49,2.19,3.56,3.17,3.46,2.65,3.26,5.06,3.86,0
up_ALSRAL15_b_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_ALSRAL15_c_Bandwidth+IN_percent,1.41,2.29,1.77,1.32,1.03,1.76,1.46,0.87,1.04,0.64,7.51,1.89,0.75,1.53,1.07,2.04,2.16,1.91,1.15,2.27,1.49,13.81,2.82,1,2.23,1.69,1.48,2.18,2.75,0
up_ALSRAL15_c_Bandwidth+OUT_percent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_BEBE02_a_Bandwidth+IN_percent,23.46,23.95,20.5,22.38,23.28,23.77,23.23,24.05,21.62,25.58,24.16,23.71,31.41,23.71,24.79,24.01,23.76,27.22,26.42,22.73,22.51,23.4,27.86,21.15,22.67,25.56,27.04,24.61,34.2,0
